controller,value,date,time
MIST,1,2020-10-26,03:23:01
MIST,0,2020-10-26,03:26:01
MIST,1,2020-10-26,03:28:01
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,0,2020-10-26,03:39:31
MIST,1,2020-10-26,04:44:01
MIST,0,2020-10-26,04:45:01
MIST,1,2020-10-26,05:00:01
MIST,0,2020-10-26,05:56:31
MIST,1,2020-10-26,05:59:01
MIST,0,2020-10-26,07:17:31
MIST,1,2020-10-26,07:43:31
MIST,0,2020-10-26,07:47:01
MIST,0,2020-10-26,07:47:01
MIST,0,2020-10-26,07:47:01
MIST,1,2020-10-26,08:03:01
MIST,0,2020-10-26,08:06:01
MIST,0,2020-10-26,08:06:01
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-10-27,05:12:01
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
MIST,0,2020-10-27,05:22:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-10-28,08:01:01
MIST,0,2020-10-28,08:06:31
MIST,0,2020-10-28,08:06:31
MIST,0,2020-10-28,08:06:31
MIST,0,2020-10-28,08:06:31
MIST,0,2020-10-28,08:06:31
MIST,0,2020-10-28,08:06:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-10-29,11:16:31
MIST,0,2020-10-29,11:19:31
MIST,1,2020-10-29,11:58:01
MIST,0,2020-10-29,12:00:31
MIST,0,2020-10-29,12:00:31
MIST,0,2020-10-29,12:00:31
MIST,1,2020-10-29,12:17:01
MIST,0,2020-10-29,12:19:31
MIST,0,2020-10-29,12:19:31
MIST,0,2020-10-29,12:19:31
MIST,1,2020-10-29,12:37:31
MIST,0,2020-10-29,12:40:31
MIST,1,2020-10-29,12:45:31
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,0,2020-10-29,12:48:01
MIST,1,2020-10-29,13:14:31
MIST,0,2020-10-29,13:17:31
MIST,0,2020-10-29,13:17:31
MIST,0,2020-10-29,13:17:31
MIST,0,2020-10-29,13:17:31
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-10-30,10:50:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,0,2020-10-30,10:53:31
MIST,1,2020-10-30,11:32:31
MIST,0,2020-10-30,11:35:01
MIST,0,2020-10-30,11:35:01
MIST,0,2020-10-30,11:35:01
MIST,1,2020-10-30,11:57:31
MIST,0,2020-10-30,11:59:31
MIST,1,2020-10-30,12:10:01
MIST,0,2020-10-30,12:14:01
MIST,1,2020-10-30,12:38:31
MIST,0,2020-10-30,12:54:01
MIST,1,2020-10-30,13:01:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
MIST,0,2020-10-30,13:22:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-10-31,10:26:31
MIST,0,2020-10-31,10:27:01
MIST,1,2020-10-31,10:29:01
MIST,0,2020-10-31,10:29:31
MIST,1,2020-10-31,10:38:31
MIST,0,2020-10-31,10:50:01
MIST,1,2020-10-31,10:59:01
MIST,0,2020-10-31,11:06:01
MIST,1,2020-10-31,11:24:31
MIST,0,2020-10-31,11:43:01
MIST,1,2020-10-31,11:56:31
MIST,0,2020-10-31,12:11:01
MIST,1,2020-10-31,12:14:31
MIST,0,2020-10-31,13:42:01
MIST,1,2020-10-31,13:47:01
MIST,0,2020-10-31,13:58:31
MIST,1,2020-10-31,14:01:01
MIST,0,2020-10-31,14:34:31
MIST,0,2020-10-31,14:34:31
MIST,0,2020-10-31,14:34:31
MIST,0,2020-10-31,14:34:31
MIST,0,2020-10-31,14:34:31
MIST,0,2020-10-31,14:34:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-01,10:49:31
MIST,0,2020-11-01,10:53:01
MIST,1,2020-11-01,11:03:31
MIST,0,2020-11-01,11:15:31
MIST,1,2020-11-01,11:16:01
MIST,0,2020-11-01,11:17:31
MIST,1,2020-11-01,11:23:01
MIST,0,2020-11-01,11:25:01
MIST,1,2020-11-01,11:26:31
MIST,0,2020-11-01,11:27:31
MIST,1,2020-11-01,11:29:31
MIST,1,2020-11-01,11:29:31
MIST,0,2020-11-01,11:34:01
MIST,0,2020-11-01,11:34:01
MIST,1,2020-11-01,11:34:31
MIST,0,2020-11-01,11:36:31
MIST,1,2020-11-01,11:38:01
MIST,0,2020-11-01,11:39:01
MIST,1,2020-11-01,11:50:01
MIST,0,2020-11-01,11:51:31
MIST,1,2020-11-01,11:52:01
MIST,0,2020-11-01,11:57:01
MIST,0,2020-11-01,11:57:01
MIST,0,2020-11-01,11:57:01
MIST,1,2020-11-01,12:13:31
MIST,0,2020-11-01,12:17:31
MIST,0,2020-11-01,12:17:31
MIST,0,2020-11-01,12:17:31
MIST,0,2020-11-01,12:17:31
MIST,0,2020-11-01,12:17:31
MIST,1,2020-11-01,12:33:01
MIST,0,2020-11-01,12:37:01
MIST,1,2020-11-01,12:44:01
MIST,0,2020-11-01,13:04:01
MIST,1,2020-11-01,13:04:31
MIST,0,2020-11-01,14:54:31
MIST,1,2020-11-01,15:02:31
MIST,0,2020-11-01,15:27:31
MIST,1,2020-11-01,15:30:31
MIST,0,2020-11-01,15:40:01
MIST,1,2020-11-01,15:48:01
MIST,0,2020-11-01,15:48:31
MIST,0,2020-11-01,15:48:31
MIST,0,2020-11-01,15:48:31
MIST,0,2020-11-01,15:48:31
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-02,10:38:01
MIST,0,2020-11-02,10:39:31
MIST,1,2020-11-02,10:46:31
MIST,0,2020-11-02,10:54:01
MIST,0,2020-11-02,10:54:01
MIST,0,2020-11-02,10:54:01
MIST,1,2020-11-02,11:57:01
MIST,0,2020-11-02,11:59:31
MIST,1,2020-11-02,12:05:31
MIST,0,2020-11-02,12:30:01
MIST,1,2020-11-02,12:54:31
MIST,0,2020-11-02,13:04:01
MIST,1,2020-11-02,13:13:31
MIST,0,2020-11-02,13:22:01
MIST,0,2020-11-02,13:22:01
MIST,0,2020-11-02,13:22:01
MIST,1,2020-11-02,14:56:31
MIST,0,2020-11-02,15:03:31
MIST,1,2020-11-02,15:05:01
MIST,0,2020-11-02,15:12:31
MIST,1,2020-11-02,15:13:01
MIST,0,2020-11-02,15:15:01
MIST,1,2020-11-02,15:15:31
MIST,0,2020-11-02,15:16:31
MIST,1,2020-11-02,15:17:31
MIST,0,2020-11-02,15:19:01
MIST,1,2020-11-02,15:22:31
MIST,0,2020-11-02,15:28:01
MIST,0,2020-11-02,15:28:01
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-03,10:29:01
MIST,0,2020-11-03,10:54:01
MIST,1,2020-11-03,11:09:01
MIST,0,2020-11-03,11:17:01
MIST,1,2020-11-03,11:30:31
MIST,0,2020-11-03,11:50:01
MIST,1,2020-11-03,11:51:31
MIST,0,2020-11-03,11:59:01
MIST,1,2020-11-03,12:02:01
MIST,0,2020-11-03,12:47:31
MIST,1,2020-11-03,12:51:31
MIST,0,2020-11-03,14:41:31
MIST,0,2020-11-03,14:41:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-04,10:47:31
MIST,0,2020-11-04,10:52:31
MIST,1,2020-11-04,11:13:31
MIST,0,2020-11-04,11:18:31
MIST,1,2020-11-04,11:25:31
MIST,0,2020-11-04,11:32:01
MIST,0,2020-11-04,11:32:01
MIST,0,2020-11-04,11:32:01
MIST,1,2020-11-04,11:51:31
MIST,0,2020-11-04,11:55:31
MIST,0,2020-11-04,11:55:31
MIST,0,2020-11-04,11:55:31
MIST,1,2020-11-04,12:18:31
MIST,0,2020-11-04,12:21:01
MIST,0,2020-11-04,12:21:01
MIST,0,2020-11-04,12:21:01
MIST,1,2020-11-04,12:45:32
MIST,0,2020-11-04,12:49:01
MIST,1,2020-11-04,12:58:01
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
MIST,0,2020-11-04,12:58:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-05,09:59:01
MIST,0,2020-11-05,10:34:01
MIST,1,2020-11-05,10:46:31
MIST,0,2020-11-05,10:49:01
MIST,1,2020-11-05,11:07:01
MIST,0,2020-11-05,11:09:32
MIST,0,2020-11-05,11:09:32
MIST,0,2020-11-05,11:09:32
MIST,1,2020-11-05,11:20:31
MIST,0,2020-11-05,11:22:31
MIST,0,2020-11-05,11:22:31
MIST,0,2020-11-05,11:22:31
MIST,0,2020-11-05,11:22:31
MIST,0,2020-11-05,11:22:31
MIST,1,2020-11-05,12:15:32
MIST,0,2020-11-05,12:19:31
MIST,0,2020-11-05,12:19:31
MIST,0,2020-11-05,12:19:31
MIST,1,2020-11-05,12:55:32
MIST,0,2020-11-05,13:00:31
MIST,0,2020-11-05,13:00:31
MIST,0,2020-11-05,13:00:31
MIST,1,2020-11-05,13:10:32
MIST,0,2020-11-05,13:11:31
MIST,1,2020-11-05,13:17:31
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
MIST,0,2020-11-05,13:20:32
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-06,09:54:01
MIST,0,2020-11-06,09:57:31
MIST,1,2020-11-06,10:32:32
MIST,0,2020-11-06,10:38:31
MIST,1,2020-11-06,10:48:31
MIST,0,2020-11-06,11:05:02
MIST,0,2020-11-06,11:05:02
MIST,0,2020-11-06,11:05:02
MIST,0,2020-11-06,11:05:02
MIST,0,2020-11-06,11:05:02
MIST,1,2020-11-06,11:32:31
MIST,0,2020-11-06,11:35:01
MIST,0,2020-11-06,11:35:01
MIST,0,2020-11-06,11:35:01
MIST,0,2020-11-06,11:35:01
MIST,0,2020-11-06,11:35:01
MIST,1,2020-11-06,12:26:31
MIST,0,2020-11-06,12:29:31
MIST,0,2020-11-06,12:29:31
MIST,0,2020-11-06,12:29:31
MIST,1,2020-11-06,13:29:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
MIST,0,2020-11-06,13:32:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-07,10:08:31
MIST,0,2020-11-07,10:11:31
MIST,0,2020-11-07,10:11:31
MIST,0,2020-11-07,10:11:31
MIST,1,2020-11-07,10:32:02
MIST,0,2020-11-07,10:36:02
MIST,0,2020-11-07,10:36:02
MIST,0,2020-11-07,10:36:02
MIST,1,2020-11-07,11:05:32
MIST,0,2020-11-07,11:07:01
MIST,1,2020-11-07,11:15:01
MIST,0,2020-11-07,11:17:32
MIST,0,2020-11-07,11:17:32
MIST,0,2020-11-07,11:17:32
MIST,1,2020-11-07,11:38:01
MIST,0,2020-11-07,11:41:01
MIST,1,2020-11-07,11:56:01
MIST,0,2020-11-07,11:59:02
MIST,0,2020-11-07,11:59:02
MIST,0,2020-11-07,11:59:02
MIST,1,2020-11-07,12:13:01
MIST,0,2020-11-07,12:16:02
MIST,0,2020-11-07,12:16:02
MIST,0,2020-11-07,12:16:02
MIST,0,2020-11-07,12:16:02
MIST,0,2020-11-07,12:16:02
MIST,1,2020-11-07,13:00:31
MIST,0,2020-11-07,13:04:01
MIST,0,2020-11-07,13:04:01
MIST,0,2020-11-07,13:04:01
MIST,1,2020-11-07,13:22:01
MIST,0,2020-11-07,13:24:31
MIST,0,2020-11-07,13:24:31
MIST,0,2020-11-07,13:24:31
MIST,0,2020-11-07,13:24:31
MIST,0,2020-11-07,13:24:31
MIST,1,2020-11-07,14:18:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
MIST,0,2020-11-07,14:21:01
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-08,13:06:32
MIST,0,2020-11-08,13:10:31
MIST,0,2020-11-08,13:10:31
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-09,09:44:31
MIST,0,2020-11-09,09:47:01
MIST,0,2020-11-09,09:47:01
MIST,0,2020-11-09,09:47:01
MIST,0,2020-11-09,09:47:01
MIST,0,2020-11-09,09:47:01
MIST,1,2020-11-09,10:12:31
MIST,0,2020-11-09,10:15:02
MIST,0,2020-11-09,10:15:02
MIST,0,2020-11-09,10:15:02
MIST,1,2020-11-09,10:27:31
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,0,2020-11-09,10:30:32
MIST,1,2020-11-09,13:24:01
MIST,0,2020-11-09,13:26:31
MIST,1,2020-11-09,13:42:31
MIST,0,2020-11-09,13:45:32
MIST,0,2020-11-09,13:45:32
MIST,0,2020-11-09,13:45:32
MIST,0,2020-11-09,13:45:32
MIST,0,2020-11-09,13:45:32
MIST,0,2020-11-09,13:45:32
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
MIST,1,2020-11-11,10:16:31
MIST,0,2020-11-11,10:23:31
MIST,1,2020-11-11,10:32:31
MIST,0,2020-11-11,11:22:31
MIST,1,2020-11-11,11:43:31
MIST,0,2020-11-11,12:04:31
MIST,1,2020-11-11,12:09:31
MIST,0,2020-11-11,12:16:01
MIST,1,2020-11-11,12:29:02
